66554,N-119,2/7/2014,N-119,,19999N NPRClearing  (N),NPR,,1868044.5, 0.00 ," 1,868,044.50 ",US Dollar,Feb 2014 [Magh 2070],Himal Power Ltd (NPR),KIRNE (N),KHIM1,Advance payment of ABB AS,Advance payment of ABB AS,99.00192222
66555,N-120,2/7/2014,N-120,,19999N NPRClearing  (N),NPR,,1920757.5, 0.00 ," 1,920,757.50 ",US Dollar,Feb 2014 [Magh 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Advance of ABB AS,Advance of ABB AS,98.56670231
66556,N-121,2/4/2014,N-121,,19620N FixedDeposits SCB (N),USD, 0.00 ,4500000, 0.00 ," 452,025,000.00 ",US Dollar,Feb 2014 [Magh 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,FD in SCBNL,FD in SCBNL,100.45
66590,N-125,1/22/2014,N-125,,19000N PettyCash/NPR Kathmandu (N),NPR,," 11,237.00 ", 0.00 ," 11,237.00 ",Nepalese Rupee,Feb 2014 [Magh 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Petty cash,Petty cash,1
67582,N-126,1/15/2014,N-126,,19630N FixedDeposits NSBI (N),USD, 0.00 ,4000000, 0.00 ," 392,280,000.00 ",US Dollar,Feb 2014 [Magh 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,FD in NSBI,FD in NSBI,98.07
67583,N-127,2/7/2014,N-127,,19999N NPRClearing  (N),NPR,,1868044.5, 0.00 ," 1,868,044.50 ",US Dollar,Feb 2014 [Magh 2070],Himal Power Ltd (NPR),KIRNE (N),KHIM1,Advance to ABB AS,Advance to ABB AS,99.00192222
67986,N-131,2/14/2014,N-131,,19999N NPRClearing  (N),NPR,,1432614.29, 0.00 ," 1,432,614.29 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),GM,GM's salary,GM's salary,99.2542695
67987,N-132,2/14/2014,N-132,,19999N NPRClearing  (N),NPR,,627742.77, 0.00 ," 627,742.77 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,TR Upadhyay's payment,TR Upadhyay's payment,98.74998152
67988,N-133,2/14/2014,N-133,,19999N NPRClearing  (N),NPR,,4627500, 0.00 ," 4,627,500.00 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),CSR,CSDP's payment,CSDP's payment,98.74999893
67989,N-134,2/14/2014,N-134,,19999N NPRClearing  (N),NPR,,1011800.47, 0.00 ," 1,011,800.47 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),ADM,G4S's payment,G4S's payment,99.35001964
67990,N-135,2/14/2014,N-135,,19999N NPRClearing  (N),NPR,,16000.01, 0.00 ," 16,000.01 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),ADM,Chandeshwori's payment,Chandeshwori's payment,99.34809066
67991,N-136,2/14/2014,N-136,,19999N NPRClearing  (N),NPR,,304880, 0.00 ," 304,880.00 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),ADM,Sparklink's payment,Sparklink's payment,99.34989817
67992,N-137,2/14/2014,N-137,,19999N NPRClearing  (N),NPR,,182133.62, 0.00 ," 182,133.62 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),ADM,Salways's payment,Salways's payment,99.35012682
67993,N-138,2/21/2014,N-138,,19999N NPRClearing  (N),NPR,,659562.75, 0.00 ," 659,562.75 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),GM,GM's res rent,GM's res rent,99.04995427
67994,N-139,2/21/2014,N-139,,19999N NPRClearing  (N),NPR,,170305.77, 0.00 ," 170,305.77 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),ADM,Suvida Sewa's payment,Suvida Sewa's payment,99.0501108
67995,N-140,2/21/2014,N-140,,19999N NPRClearing  (N),NPR,,449033.91, 0.00 ," 449,033.91 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),HR,Norvic's payment,Norvic's payment,99.04992269
67996,N-141,2/21/2014,N-141,,19999N NPRClearing  (N),NPR,,179520, 0.00 ," 179,520.00 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),ADM,Sameer's payment,Sameer's payment,99.00018199
67997,N-142,2/21/2014,N-142,,19999N NPRClearing  (N),NPR,,240840, 0.00 ," 240,840.00 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),ADM,SS legal's payment,SS legal's payment,98.99988901
67998,N-143,2/21/2014,N-143,,19999N NPRClearing  (N),NPR,,301732.38, 0.00 ," 301,732.38 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),HR,ODC's payment,ODC's payment,99.05010734
68001,N-144,2/14/2014,N-144,,19999N NPRClearing  (N),NPR,,223000, 0.00 ," 223,000.00 ",US Dollar,Mar 2014 [Phalgun 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,ODC's payment,ODC's payment,99.34999265
